status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
146505212039213_2694261120596930,LIKE UNILAD Sport for more!,UNILAD Sport,video,https://www.facebook.com/uniladfootball/videos/1550854734927368/,2017-04-07 02:11:18,9196,1538,2,8401,245,516,26,6,2
146505212039213_2695577910465251,This is absolutely shocking...,"Teen Accuses Manager Of Sexual Harassment, Gets Shamed By Co-Workers",link,http://www.unilad.co.uk/news/teen-accuses-manager-of-sexual-harassment-gets-shamed-by-co-workers/,2017-04-07 01:31:42,998,183,55,771,8,5,58,24,132
146505212039213_2692565754099800,"This baby in a fit of hysterics has absolutely made my day 😆😂😭

via ViralHog",Baby In Fit Of Hysterics,video,https://www.facebook.com/uniladmag/videos/2692565754099800/,2017-04-07 00:55:00,65293,5832,16035,46494,11856,46,6891,5,1
146505212039213_2694760513880324,"""I cried a little bit looking at this picture."" 😂😂

Who on Earth carries pizza like that?!",This Picture Of A Guy Carrying Pizza Is Seriously P*ssing People Off,link,http://www.unilad.co.uk/grub/this-picture-of-a-guy-carrying-pizza-will-make-you-absolutely-furious/,2017-04-07 00:20:00,798,297,93,602,10,6,126,16,38
146505212039213_2694431907246518,"Eevee, the little fennec fox just learned her first trick! 🙌 👏

by Foxes & Friends",Baby Fennec Fox Learns How To Sit,video,https://www.facebook.com/uniladmag/videos/2694431907246518/,2017-04-06 23:45:00,96801,24763,40877,76226,18512,1458,534,33,38
146505212039213_2694770430545999,This guy had worked a monster shift...,Hero Surgeon Passes Out On Hospital Floor After 28 Hour Shift,link,http://www.unilad.co.uk/pics/hero-surgeon-passes-out-on-hospital-floor-after-28-hour-shift/,2017-04-06 23:10:00,8461,273,447,7095,664,482,15,189,16
146505212039213_2694268730596169,This is so satisfying to watch! 😍🙌,Hulk Paint Camo,video,https://www.facebook.com/uniladmag/videos/2694268730596169/,2017-04-06 22:35:01,21791,2576,8704,18045,1168,2507,65,5,1
146505212039213_2694746110548431,"If you spotted the significance of this, well done 👏👏",No One Noticed This Incredible Detail In The New IT Trailer,link,http://www.unilad.co.uk/film/no-one-noticed-this-incredible-detail-in-the-new-it-trailer/,2017-04-06 22:00:00,1309,220,141,1225,40,40,3,0,1
146505212039213_2694382737251435,"""I thought I farted but I shit"".. This song is amazing 💩😂

via ViralHog",Guy Writes Song About Time He Shit His Pants,video,https://www.facebook.com/uniladmag/videos/2694382737251435/,2017-04-06 21:25:00,109339,74989,186727,72975,2530,211,33566,41,17
146505212039213_2694748607214848,There's a lot you probably didn't know about this guy...,Here's Why You Don't See Much Of Michael Cera Any More,link,http://www.unilad.co.uk/film/heres-why-you-dont-see-much-of-michael-cera-any-more/,2017-04-06 20:50:00,2006,330,106,1875,50,5,5,71,0
146505212039213_2692806694075706,Albino raccoon decides he doesn't like grapes 😂😂,Albino Raccoon Doesn't Like Grapes,video,https://www.facebook.com/uniladmag/videos/2692806694075706/,2017-04-06 20:15:00,20608,4803,7220,16421,2388,60,1735,2,2
146505212039213_2694477127241996,They have been to space...🌎👽,NASA Astronauts Say Aliens Are Watching Earth,link,http://www.unilad.co.uk/science/nasa-astronauts-say-aliens-are-watching-earth/,2017-04-06 19:40:00,3010,467,651,2683,40,88,194,5,0
146505212039213_2694416207248088,This dog is an idiot 😂😂,Dog Barks At Reflection Of Himself,video,https://www.facebook.com/uniladmag/videos/2694416207248088/,2017-04-06 19:10:24,30411,5579,3547,21485,845,41,7983,28,29
146505212039213_2694727827216926,This is messed up!,Marine Catches Girlfriend Cheating After Setting F*cked Up Trap,link,http://www.unilad.co.uk/video/marine-catches-girlfriend-cheating-after-setting-fcked-up-trap/,2017-04-06 18:30:00,5196,409,870,4593,67,48,349,101,38
146505212039213_2694530497236659,"""He threw a whole lamp.."" This is too much 😂😂

by Alonzo Lerone",Reading Kid's Ridiculous Detention Slips,video,https://www.facebook.com/uniladmag/videos/2694530497236659/,2017-04-06 17:55:00,278161,116488,412326,189070,6554,429,81998,60,52
146505212039213_2694873370535705,Warning: Graphic Content,Teen's Nose Is Horrifically Bitten Off During Attack By Jack Russell,link,http://www.unilad.co.uk/animals/teens-nose-is-horrifically-bitten-off-during-attack-by-jack-russell/,2017-04-06 17:20:49,1636,1515,491,1149,37,189,192,61,8
146505212039213_935467973261377,This selfless man only fosters terminally ill children.,Single Dad Who Fosters Dying Children,video,https://www.facebook.com/uniladmag/videos/935467973261377/,2017-04-06 16:45:00,45064,1351,10966,32411,10310,235,12,2087,10
146505212039213_2694950733861302,Did not see that coming!,Cheating Woman Gets Nasty Surprise When Boyfriend Proposes To Her,link,http://www.unilad.co.uk/relationships/cheating-woman-gets-nasty-surprise-when-boyfriend-proposes-to-her/,2017-04-06 16:18:53,1443,89,126,1164,37,19,212,4,7
146505212039213_2694408350582207,"This is just flat out attempted murder.

via ViralHog",Road Rage Lands Guy 15 Years In Prison,video,https://www.facebook.com/uniladmag/videos/2694408350582207/,2017-04-06 15:35:00,99546,13379,77208,66246,471,10755,1091,889,20094
146505212039213_2694890907200618,"Just a momma cat helping her useless child 😂🐱

via ViralHog",Big Sister Cat Lends A Hand,video,https://www.facebook.com/uniladmag/videos/2694890907200618/,2017-04-06 15:25:13,63780,5393,14753,47514,12301,337,3612,8,8
146505212039213_2694735190549523,"""It's like sh*tting on Italy."" 😂😂

Who puts this on a pizza!?",New Zealand PM Under Fire For Pizza Topping 'Worse Than Pineapple',link,http://www.unilad.co.uk/politics/new-zealand-prime-minister-under-fire-for-bizarre-pizza-topping-choice/,2017-04-06 15:00:00,1728,839,144,1300,22,15,321,10,60
146505212039213_2694287777260931,"Tag the friend who would do this.. Some of these reactions are incredible 😂🙈💩

by HumorBagel",Smelling Your Own Farts In Public Prank,video,https://www.facebook.com/uniladmag/videos/2694287777260931/,2017-04-06 14:25:00,44235,60774,37387,26484,481,198,16987,33,52
146505212039213_2694727470550295,This looks incredible 🙌🙌🙌,Trailer For Tupac Biopic All Eyez On Me Tells 'Untold Truth' Behind Rap Legend,link,http://www.unilad.co.uk/film/trailer-for-tupac-biopic-all-eyez-on-me-has-dropped-and-looks-amazing/,2017-04-06 13:50:00,1570,210,240,1481,68,6,8,5,2
146505212039213_2694759663880409,We're live again with World Pool Series bringing you trick-shot action from Florian Kohler and more!,Live World Pool Series 2nd round action,video,https://www.facebook.com/uniladmag/videos/2694759663880409/,2017-04-06 13:34:20,8049,2244,1002,6305,754,414,271,91,214
146505212039213_2694538007235908,Recycling has never looked so good! This is an amazing idea 👏👏,,video,https://www.facebook.com/uniladmag/videos/2694538007235908/,2017-04-06 13:15:00,19867,956,5416,17861,1680,302,11,11,2
146505212039213_2694681397221569,It wasn't his peers that left the poor boy ridiculed either...,Little Boy Humiliated By School Because He Didn't Have Enough Lunch Money,link,http://www.unilad.co.uk/news/little-boy-humiliated-by-school-because-he-didnt-have-enough-lunch-money/,2017-04-06 12:40:00,1918,239,147,706,15,15,10,345,827
146505212039213_2694398843916491,Why would you put yourself through this 😭😂😂,The Lego Treadmill Challenge,video,https://www.facebook.com/uniladmag/videos/2694398843916491/,2017-04-06 12:05:00,21834,6527,10833,15815,193,141,5641,30,14
146505212039213_2694612980561744,This has to stop.,"Here's What Sarin Gas, The Chemical Used In Syria, Does To Your Body",link,http://www.unilad.co.uk/life/this-is-what-deadly-sarin-gas-the-chemical-used-in-syria-does-to-your-body/,2017-04-06 11:31:35,5184,397,1626,2524,33,32,9,1587,999
146505212039213_2694515990571443,Not the reaction she was expecting... 👀👀,Guy Responds Perfectly To Being Punched 15 Times By Woman In Shocking Video,link,http://www.unilad.co.uk/crime/guy-responds-perfectly-to-being-punched-15-times-by-woman-in-shocking-video/,2017-04-06 10:18:56,9003,5918,3068,5625,76,210,446,99,2547
146505212039213_2694401717249537,Leaving work like...😆👌,When Your Boss Lets You Finish Work Early,video,https://www.facebook.com/uniladmag/videos/2694401717249537/,2017-04-06 09:45:00,163370,29030,50061,133253,4847,154,25095,14,7
146505212039213_2694442180578824,👀👀,Ashley Cole Leaves Cheryl In Tears With Text After Baby Birth,link,http://www.unilad.co.uk/gossip/ashley-cole-leaves-cheryl-in-tears-with-text-after-baby-birth/,2017-04-06 09:15:14,3211,218,74,3069,74,7,54,7,0
146505212039213_2694389613917414,How could she not spot this?? 😂😂,Mum Fails To Spot Massive Penis On Cushion She Bought For Daughter,link,http://www.unilad.co.uk/viral/mum-buys-cushion-for-daughter-fails-to-spot-massive-penis-on-it/,2017-04-06 08:29:25,2751,987,625,1472,43,29,1204,1,2
146505212039213_2694291330593909,Some of the shittiest planning you'll ever see 😂😂,Two Machines Set Each Other Off,video,https://www.facebook.com/uniladmag/videos/2694291330593909/,2017-04-06 07:57:04,155283,28561,36549,108533,863,317,45420,96,54
146505212039213_2694318350591207,That looks like one hell of a dream 😴😂😂,Bizkit The Sleepwalking Dog,video,https://www.facebook.com/uniladmag/videos/2694318350591207/,2017-04-06 07:31:38,57961,18046,24797,40414,2487,463,14389,197,11
146505212039213_2694290257260683,But there's a twist...,Bryan Cranston Is Resurrecting Walter White In Better Call Saul,link,http://www.unilad.co.uk/tv/bryan-cranston-to-reprise-walter-white-in-better-call-saul/,2017-04-06 06:57:46,5391,573,467,4872,307,199,9,1,3
146505212039213_2694031207286588,When someone finally forgives you.. This big guy is soo cuddly! 😂😂,When Your Girlfriend Forgives You,video,https://www.facebook.com/uniladmag/videos/2694031207286588/,2017-04-06 06:02:20,52613,14414,12104,42201,8469,105,1830,6,2
146505212039213_2694138870609155,Tag a ginger mate who'd want to get involved... 😂😂😂,Ed Sheeran Reveals Hilarious X-Rated Plan To Increase World's Ginger Population,link,http://www.unilad.co.uk/sound/ed-sheeran-reveals-hilarious-x-rated-plan-to-increase-worlds-ginger-population/,2017-04-06 05:38:17,1949,1060,170,1611,67,8,262,0,1
146505212039213_2694047760618266,"The sassiest bird I have ever seen 😂💅

via ViralHog",The Sassiest Bird Ever,video,https://www.facebook.com/uniladmag/videos/2694047760618266/,2017-04-06 04:58:02,61248,12654,25406,48025,3002,794,9378,18,31
146505212039213_2694072407282468,Well this is embarrassing... 🤦😲,Students Make Shocking Discovery About Their Headteacher Forcing Her To Resign,link,http://www.unilad.co.uk/crazy/students-make-shocking-discovery-about-their-headteacher-forcing-her-to-resign/,2017-04-06 04:35:43,1192,118,76,1086,21,17,64,2,2
146505212039213_2694011047288604,"Finally, a song I can relate to! This is better than anything in the charts 😂💯",The Bank Account Song,video,https://www.facebook.com/uniladmag/videos/2694011047288604/,2017-04-06 03:55:00,18629,16951,8314,14371,658,19,3558,19,4
146505212039213_2693999433956432,You have to see it to believe it... 👀👀,Cops Find Woman Naked With Webbed Toes Who Claims She's A Mermaid,link,http://www.unilad.co.uk/pics/cops-find-woman-naked-with-webbed-toes-who-claims-shes-a-mermaid/,2017-04-06 03:19:22,1697,1019,364,1235,18,80,347,10,7
146505212039213_2692829494073426,LIKE UNILAD Sound for more!,UNILAD Sound,video,https://www.facebook.com/UNILADSound/videos/439767956366852/,2017-04-06 02:45:00,2897,1168,0,2157,90,6,640,3,1
146505212039213_2693948790628163,This is the image the world has to see following the gas attack in Syria...,Father Wants This Image Of Him Holding Dead Twins Shared All Over The World,link,http://www.unilad.co.uk/photography/father-wants-world-to-see-what-syrian-gas-attack-did-to-his-twin-baby-boy-and-girl/,2017-04-06 02:14:24,18384,844,4189,4356,141,36,23,11979,1849
146505212039213_2692774244078951,Just a hamster pigging out inside an orange. Tag someone he reminds you of 😂😂,Hamster Pigging Out Inside Orange,video,https://www.facebook.com/uniladmag/videos/2692774244078951/,2017-04-06 01:35:00,107327,41349,53296,78530,12451,243,16054,27,22
146505212039213_2693118760711166,One wouldn't leave home without this...🍴😋,Queen's Chef Reveals The Delicious Snack She Never Travels Without,link,http://www.unilad.co.uk/viral/queens-chef-reveals-the-delicious-snack-she-never-travels-without/,2017-04-06 01:00:00,881,172,32,838,29,8,5,1,0
146505212039213_2692791397410569,My goal in life is to be as happy as this dog... 😂😂,The Happiest Dog Ever,video,https://www.facebook.com/uniladmag/videos/2692791397410569/,2017-04-06 00:25:00,152333,22401,50830,123085,22475,80,6676,10,7
146505212039213_2693140737375635,Some members are struggling to adapt to modern changes...,This Ancient Indian Tribe Has Some Dark Secrets,link,http://www.unilad.co.uk/pics/this-ancient-indian-tribe-has-some-dark-secrets/,2017-04-05 23:50:00,491,24,49,463,8,17,1,1,1
146505212039213_2692822067407502,These magnets are so strong! 💪,Magnets Vs Everyday Items,video,https://www.facebook.com/uniladmag/videos/2692822067407502/,2017-04-05 23:15:00,16537,1361,2990,14479,276,1586,180,13,3
146505212039213_2693104060712636,"Time to quit basketball, broadway is beckoning! 😂😂😂",Steph Curry Joins James Corden For Epic Disney Carpool Karaoke,link,http://www.unilad.co.uk/tv/steph-curry-joins-james-corden-for-epic-disney-carpool-karaoke/,2017-04-05 22:40:01,2311,339,221,2076,129,0,103,0,3
146505212039213_2693283617361347,I need this satisfying fruit peeling machine in my life NOW 🙌🙌,Satisfying Fruit Peel Machine,video,https://www.facebook.com/uniladmag/videos/2693283617361347/,2017-04-05 22:05:00,12675,1404,3454,11571,438,628,33,4,1
146505212039213_2693096787380030,This is messed up on so many levels.,Botched Penis Surgery Results Leave Teenager Unable To Lie Down,link,http://www.unilad.co.uk/health/botched-penis-surgery-results-leave-teenager-unable-to-lie-down/,2017-04-05 21:30:00,282,66,9,222,12,9,32,6,1
146505212039213_2693005880722454,This guy's trick shots are on another level! 😳😂,Insane Pool Trickshots,video,https://www.facebook.com/uniladmag/videos/2693005880722454/,2017-04-05 20:55:00,59755,17349,26782,50855,1386,7285,203,19,7
146505212039213_2693090174047358,Can't say I saw this coming!,Brock Lesnar To Make Unexpected Career Move After Wrestlemania 33 Victory,link,http://www.unilad.co.uk/sport/brock-lesnar-to-make-unexpected-career-move-after-wrestlemania-33-victory/,2017-04-05 20:20:00,948,224,69,866,17,6,57,0,2
146505212039213_2692741537415555,When you get a new pet.. 😂😂,Little Girl Loves Her New Kitten,video,https://www.facebook.com/uniladmag/videos/2692741537415555/,2017-04-05 19:45:00,50347,6458,7740,40765,8105,59,1211,29,178
146505212039213_2692953344061041,The truth is out there 👽👽👽,Mysterious Radio Signals Are Coming From Outer Space Say Scientists,link,http://www.unilad.co.uk/news/mysterious-radio-signals-are-coming-from-outer-space-say-scientists/,2017-04-05 19:10:00,1020,168,205,902,41,48,28,0,1
146505212039213_2693268054029570,"There's always one petty AF person in every relationship 😂😂

by Chris Melberger",When Your Girlfriend Is Petty AF,video,https://www.facebook.com/uniladmag/videos/2693268054029570/,2017-04-05 18:35:00,19303,5060,3361,13961,380,15,4912,17,18
146505212039213_2693019597387749,He'd never have to fight again if he didn't want to...💰🤑💰,Here's The Staggering Amount Of Money Conor McGregor Made Last Year,link,http://www.unilad.co.uk/sport/heres-the-staggering-amount-of-money-conor-mcgregor-made-last-year/,2017-04-05 18:00:00,593,78,34,562,16,4,9,0,2
146505212039213_2693259130697129,Arguing with someone who has an answer for everything.. 😡😂,Kid Has Answer For Everything,video,https://www.facebook.com/uniladmag/videos/2693259130697129/,2017-04-05 17:25:00,240206,69436,213238,158359,18869,694,61913,97,275
146505212039213_2693080414048334,Think twice about how you charge your phone...,Man Lucky To Be Alive After Freak Accident While iPhone Charged Overnight,link,http://www.unilad.co.uk/featured/man-lucky-to-be-alive-after-freak-accident-while-iphone-charged-overnight/,2017-04-05 16:50:00,1150,452,339,920,35,154,22,16,3
146505212039213_10154661042221633,Grand Theft Auto as a TV show is absolute porn 😳😍,AMC's Grand Theft Auto - Official Trailer (2017 April Fools'),video,https://www.facebook.com/uniladmag/videos/10154661042221633/,2017-04-05 16:15:00,89655,37909,74523,77030,5465,6183,914,33,30
146505212039213_2693065560716486,His family are desperately trying to cover his medical bills.,"Tourist Loses Both Legs, And Could Lose Both Arms After Deadly Spider Bite",link,http://www.unilad.co.uk/news/tourist-loses-both-legs-and-could-lose-both-arms-after-deadly-spider-bite/,2017-04-05 15:40:00,768,245,85,423,16,56,6,265,2
146505212039213_2692873777402331,Greatest friendship ever 😀🙌,Nurturing Bully Loves Her Tiny Human,video,https://www.facebook.com/uniladmag/videos/2692873777402331/,2017-04-05 15:17:36,90679,6831,23829,71265,17906,777,622,14,95
146505212039213_2692962294060146,Some incredible photographs 👏👏👏,Photographer Captures Female Beauty Across The Globe,link,http://www.unilad.co.uk/featured/photographer-captures-female-beauty-across-the-globe/,2017-04-05 14:47:00,621,19,27,570,44,6,1,0,0
146505212039213_2693181407371568,And we're back live from the World Pool Series in New York!,,video,https://www.facebook.com/uniladmag/videos/2693181407371568/,2017-04-05 14:24:23,5942,1642,620,4760,513,241,167,88,173
146505212039213_2692756397414069,"""I stuck a laser pointer to my cat's head"" 😂😂

via ViralHog",How To Keep Your Cat Entertained For Hours,video,https://www.facebook.com/uniladmag/videos/2692756397414069/,2017-04-05 13:59:18,25291,9333,9045,18154,745,47,6288,17,40
146505212039213_2692968760726166,Live World Pool Series first round action brought straight to you from the Big Apple!,Ruslan Chinahov vs Damianos Giallourakis,video,https://www.facebook.com/uniladmag/videos/2692968760726166/,2017-04-05 13:33:37,5742,1305,685,4463,530,233,136,72,308
146505212039213_2693058097383899,He played this perfectly!,Jason Sudeikis Reveals How He Got A Date With Olivia Wilde,link,http://www.unilad.co.uk/tv/jason-sudeikis-reveals-how-he-got-a-date-with-olivia-wilde/,2017-04-05 13:20:01,1695,80,27,1631,25,7,28,3,1
146505212039213_2690802024276173,I'm sure these boxer shorts will be popular around festival season... 🙈😂,These Boxers Have A Secret Front Pocket,video,https://www.facebook.com/uniladmag/videos/2690802024276173/,2017-04-05 12:45:00,11446,7887,3936,8288,227,130,2788,5,8
146505212039213_2692974654058910,This is absolutely ridiculous!,Widower Has To Prove He's Not A Paedophile While On Trip With His Daughter,link,http://www.unilad.co.uk/news/widower-has-to-prove-hes-not-a-paedophile-while-on-trip-with-his-daughter/,2017-04-05 12:10:00,1549,396,132,848,14,52,9,159,467
146505212039213_2692969077392801,Einstein the parrot nails some impressions on his 30th birthday 😂🎂,Parrot Is Amazing At Impressions,video,https://www.facebook.com/uniladmag/videos/2692969077392801/,2017-04-05 11:18:39,453734,98613,583710,344563,55731,6880,46472,55,34
146505212039213_2692956584060717,This is disgusting...,"Uber Passenger Says She'll Accuse Driver Of Rape, Gets Caught On Camera",link,http://www.unilad.co.uk/video/uber-passenger-says-shell-accuse-driver-of-rape-gets-caught-on-camera/,2017-04-05 11:02:33,9958,1143,2672,6105,27,439,541,85,2761
146505212039213_2692884950734547,"""F*cking hell, I told you to wait!"" 😳🙈

via The Nightly Show ITV",Gordon Ramsay Accidentally Blends Own Hand,video,https://www.facebook.com/uniladmag/videos/2692884950734547/,2017-04-05 10:11:42,51276,7549,20125,39013,782,561,10748,72,101
146505212039213_2692897434066632,This is such a bizarre story...,Student Feared 'Abducted By Aliens' After Mysterious Discovery In His Bedroom,link,http://www.unilad.co.uk/news/student-feared-abducted-by-aliens-after-mysterious-discovery-in-his-bedroom/,2017-04-05 09:55:57,1688,248,302,1494,22,74,92,6,0
146505212039213_2692855007404208,Well this is awkward 👀👀👀,Woman Penis-Shames Man On Naked Dating Show For 'Tiny' Todger,link,http://www.unilad.co.uk/viral/woman-penis-shames-man-on-naked-dating-show-for-tiny-todger/,2017-04-05 09:16:42,1802,467,133,1465,26,15,149,20,127
146505212039213_2692794054076970,"He filmed his own escape from prison 😳😳

by TrollStation",Guy Films His Own Escape From Prison,video,https://www.facebook.com/uniladmag/videos/2692794054076970/,2017-04-05 08:49:38,43294,15723,31447,34392,375,1583,6861,16,67
146505212039213_2692736330749409,These two are the coolest little friends 😂🙌,Little Lad Napping With His Pit Bull Puppy,video,https://www.facebook.com/uniladmag/videos/2692736330749409/,2017-04-05 07:57:28,82343,6129,16009,67711,13540,92,989,5,6
146505212039213_2692751594081216,This has caused uproar... 😂😂,Dad's Savage Phone Call To Girlfriend While Ex Is In Labour,link,http://www.unilad.co.uk/tv/dad-chatting-on-phone-to-girlfriend-while-ex-is-in-labour-causes-controversy/,2017-04-05 07:31:08,2968,993,490,2557,82,37,262,5,25
146505212039213_2692635290759513,"Pure friendship goals right here 😂😂

via ViralHog",Absolute Friendship Goals,video,https://www.facebook.com/uniladmag/videos/2692635290759513/,2017-04-05 07:03:49,65067,41859,18957,50716,2252,59,12033,4,3
146505212039213_2692701574086218,"""Gibraltar is British and always will be. Why would we ever want to change our flag?""","Former Miss World Becomes Mayor Of Gibraltar, Says It Will Always Be British",link,http://www.unilad.co.uk/politics/former-miss-world-becomes-mayor-of-gibraltar-says-it-will-always-be-british/,2017-04-05 06:29:36,1400,100,37,1285,70,9,30,2,4
146505212039213_2692660720756970,The greatest game of Pie Face ever.. It never gets old 😂😂😂,The Greatest Game Of Pie Face Ever,video,https://www.facebook.com/uniladmag/videos/2692660720756970/,2017-04-05 05:48:17,48745,8499,13735,35855,2004,32,10846,4,4
146505212039213_2692628470760195,Another twist in the tale...,Woman Accused Of Killing Tupac Responds To Suge Knight's Allegations,link,http://www.unilad.co.uk/crime/woman-accused-of-killing-tupac-by-suge-knight-hits-back-at-recent-accusations/,2017-04-05 05:12:57,718,125,87,668,12,7,24,5,2
146505212039213_2692544127435296,"Don't f*ck with this guy's motorbike! 😳👏

via ViralHog",Guy On Motorbike F*cks Thief Up,video,https://www.facebook.com/uniladmag/videos/2692544127435296/,2017-04-05 04:35:00,40238,5434,8053,33474,891,398,5341,12,122
146505212039213_2692563620766680,"""I have a Pepsi."" - Dr Martin Luther King 😂😂",People Are Destroying Kendall Jenner's Pepsi Ad With Incredible Memes,link,http://www.unilad.co.uk/tv/people-are-destroying-kendall-jenners-pepsi-ad-with-incredible-memes/,2017-04-05 04:03:56,1262,165,68,1066,16,5,169,1,5
146505212039213_2691001420922900,That little squeal 😂😂💦,Baby Otter Experiences Water For First Time,video,https://www.facebook.com/uniladmag/videos/2691001420922900/,2017-04-05 03:25:00,137313,36623,39542,107826,27529,334,1568,45,12
146505212039213_2692492490773793,He thought he was meeting a 14-year-old girl...,Paedophile Hunters 'Haunted' By Shocking Discovery Inside Man's Bag,link,http://www.unilad.co.uk/crime/paedophile-hunters-haunted-by-shocking-discovery-inside-mans-bag/,2017-04-05 02:49:55,7555,819,1796,5492,45,251,66,49,1652
146505212039213_2680539238635785,Me this morning 😂🐱💦,Cat Loves Bath Time,video,https://www.facebook.com/uniladmag/videos/2680539238635785/,2017-04-05 02:15:00,46560,10102,9602,37073,4960,124,4318,39,46
146505212039213_2692426204113755,Now we know... 😲😲,Gordon Ramsay Has Finally Spoken Out About The Pineapple On Pizza Debate,link,http://www.unilad.co.uk/grub/gordon-ramsay-has-finally-spoken-out-about-the-pineapple-on-pizza-debate/,2017-04-05 01:50:08,2837,1688,980,2462,110,10,206,10,39
146505212039213_2691632017526507,LIKE UNILAD Film for more! 🎬,UNILAD Film,video,https://www.facebook.com/UNILADfilm/videos/444849492526598/,2017-04-04 23:55:00,3176,651,0,2504,65,0,605,0,2
146505212039213_2691382940884748,There has been a tidal wave of support 👬,Men In The Netherlands Are Holding Hands To Protest Anti-Gay Violence,link,http://www.unilad.co.uk/lgbt/men-in-the-netherlands-are-holding-hands-to-protest-anti-gay-violence/,2017-04-04 23:20:00,9385,293,500,8174,932,29,203,5,42
146505212039213_2689405017749207,Literally me 😂,Timeline Photos,photo,https://www.facebook.com/uniladmag/photos/a.352663588090040.76923.146505212039213/2689405017749207/?type=3,2017-04-04 22:45:00,18219,4323,1317,15651,157,4,2401,6,0
146505212039213_2691222217567487,Not bad for a day's work...😱 🤑,Rare Pink Star Diamond Sets New World Record,link,http://www.unilad.co.uk/news/rare-pink-star-diamond-breaks-new-world-record/,2017-04-04 22:10:00,1983,160,127,1746,127,104,4,0,2
146505212039213_2688178294538546,These are the biggest moths in the world and they're ON HIS FACE 😳👎,Guy Puts World's Biggest Moth On His Face,video,https://www.facebook.com/uniladmag/videos/2688178294538546/,2017-04-04 21:35:00,24565,39013,10600,18241,1540,4193,306,164,121
146505212039213_2691136430909399,"It's a shame, he has a great wizarding CV...",Sir Ian McKellen Reveals Awkward Reason He Turned Down Chance To Play Dumbledore,link,http://www.unilad.co.uk/film/sir-ian-mckellen-reveals-awkward-reason-he-turned-down-chance-to-play-dumbledore/,2017-04-04 21:00:00,753,43,21,710,29,6,3,5,0
146505212039213_2690952524261123,"His first solid diaper change just broke him 😂😂💩

via ViralHog",Dad Changes Solid Nappy For First Time,video,https://www.facebook.com/uniladmag/videos/2690952524261123/,2017-04-04 20:25:00,66953,26415,134572,29936,1217,132,35607,32,29
146505212039213_2691394587550250,Creepy AF...😖,Someone Replaced Pennywise With The Cat In The Hat In The 'IT' Trailer,link,http://www.unilad.co.uk/film/someone-replaced-pennywise-with-the-cat-in-the-hat-in-the-it-trailer/,2017-04-04 19:50:00,4526,1204,1196,3441,81,13,987,3,1
146505212039213_2690948724261503,Things aren't always as you'd expect 😳🙌,These Illusions Are A Mind F*ck,video,https://www.facebook.com/uniladmag/videos/2690948724261503/,2017-04-04 19:15:00,31026,2455,9592,26732,446,1886,1890,20,52
146505212039213_2691115420911500,What the f*ck is that? 😮😮😮,Students Film Ghost Sitting In Front Of School Computer,link,http://www.unilad.co.uk/video/ghost-caught-on-camera-sitting-in-front-of-computer-at-school/,2017-04-04 18:40:01,628,197,176,519,22,24,58,2,3
146505212039213_2691062674250108,This fox crying for his treat is way too much 😂😂,Fox Crying For Treat,video,https://www.facebook.com/uniladmag/videos/2691062674250108/,2017-04-04 18:05:00,64584,13670,17557,49534,11852,145,2814,191,48
146505212039213_2691761880846854,"On what would have been his 38th birthday, here's Heath Ledger like you've never seen him before...",Trailer For New Heath Ledger Documentary Looks Incredible,link,http://www.unilad.co.uk/movies/trailer-for-the-new-heath-ledger-documentary-is-heartbreaking/,2017-04-04 17:22:38,6651,633,1007,5517,670,15,5,441,3
146505212039213_2691214170901625,This woman's makeup skills are unreal 😱👏,Insane Makeup Tricks,video,https://www.facebook.com/uniladmag/videos/2691214170901625/,2017-04-04 16:55:00,68393,11533,49565,51331,3036,13530,368,64,64
146505212039213_2691149780908064,Rusty has broken his silence on what really went on...,Russell Brand Reveals The Real Reason He Split From Katy Perry,link,http://www.unilad.co.uk/relationships/russell-brand-reveals-the-real-reason-he-split-from-katy-perry/,2017-04-04 16:20:57,2983,504,105,2831,67,12,62,4,7
146505212039213_2690785237611185,"""WTF did I just see?!"" 😂😂 

by Cole & Marmalade",Cat Has His Mind Blown,video,https://www.facebook.com/uniladmag/videos/2690785237611185/,2017-04-04 16:00:51,91720,16775,29890,61246,2176,173,28115,4,6
146505212039213_2691092324247143,Lawyered!,White Supremacist Shut Down By Lawyer After Asking 'Where Is The Christian ISIS?',link,http://www.unilad.co.uk/politics/white-supremacist-schooled-by-muslim-lawyer-after-asking-where-is-the-christian-isis/,2017-04-04 15:10:00,2258,291,427,1975,177,9,86,2,9
146505212039213_2691486970874345,Happy World Rat day! Tag a mate who would appreciate this 😂😂,Baby Rat Eating Spaghetti,video,https://www.facebook.com/uniladmag/videos/2691486970874345/,2017-04-04 14:33:57,164615,117824,115807,129324,28038,683,6387,42,141
146505212039213_2691142320908810,MAKE. THIS. HAPPEN.,Trailer For 'GTA V The TV' Show Looks F*cking Incredible,link,http://www.unilad.co.uk/gaming/trailer-for-gta-v-the-tv-show-looks-fcking-incredible/,2017-04-04 13:55:00,1525,238,231,1424,40,12,48,0,1
146505212039213_2690750004281375,How not to bowl.. This is amazing 😂😂,How Not To Bowl,video,https://www.facebook.com/uniladmag/videos/2690750004281375/,2017-04-04 13:31:20,66547,55305,20051,48446,401,266,17355,70,9
